Employee_ID,Attrition_rate
EID_18495,0.0863
EID_5098,0.255
EID_12691,0.2328
EID_13240,0.1833
EID_19312,0.144
EID_23914,0.02
EID_23175,0.0608
EID_15413,0.0168
EID_4785,0.1667
EID_25933,0.1129
EID_22705,0.0696
EID_19350,0.2983
EID_5369,0.1975
EID_20410,0.2544
EID_12557,0.1668
EID_17678,0.1225
EID_1342,0.0624
EID_12230,0.6957
EID_1311,0.5066
EID_5860,0.1868
EID_4259,0.0533
EID_10209,0.0465
EID_2300,0.0989
EID_17408,0.2702
EID_1883,0.1164
EID_1053,0.2661
EID_23610,0.0161
EID_17585,0.1558
EID_20845,0.2186
EID_15683,0.1756
EID_11976,0.1632
EID_12031,0.1474
EID_1711,0.0904
EID_6239,0.7664
EID_25541,0.1001
EID_9308,0.3115
EID_18168,0.0555
EID_11934,0.1429
EID_23472,0.6784
EID_13731,0.1784
EID_16069,0.0947
EID_18276,0.0976
EID_6141,0.0498
EID_12061,0.0325
EID_9450,0.1273
EID_21730,0.2739999999999999
EID_19506,0.1975
EID_13552,0.0432
EID_9945,0.0358
EID_1924,0.0711
EID_18453,0.1506
EID_20225,0.1264
EID_18673,0.2568
EID_11420,0.4251
EID_16631,0.2971
EID_21237,0.2924
EID_5015,0.1261
EID_20179,0.5720000000000001
EID_12073,0.1052
EID_21147,0.119
EID_6714,0.4828
EID_10645,0.273
EID_18298,0.2239999999999999
EID_2640,0.2471
EID_2318,0.7682
EID_25226,0.2406
EID_24099,0.2255
EID_20938,0.0771
EID_8377,0.1678
EID_7023,0.3128
EID_11385,0.0929
EID_15016,0.0976
EID_25794,0.0944
EID_11494,0.5199
EID_2425,0.1662
EID_9847,0.1038
EID_3570,0.5331
EID_13573,0.04
EID_13780,0.1547
EID_2949,0.0988
EID_19834,0.1305
EID_11384,0.2939
EID_23154,0.472
EID_9337,0.1913
EID_3653,0.2713
EID_4850,0.2778
EID_16283,0.2679
EID_5107,0.1171
EID_25156,0.1032
EID_17223,0.2721
EID_14695,0.4068
EID_11374,0.5135
EID_13672,0.0021
EID_6782,0.1992
EID_25074,0.386
EID_21087,0.0714
EID_13017,0.1764
EID_9947,0.0604
EID_21221,0.1845
EID_21639,0.0088
EID_20333,0.0997
EID_2970,0.2664
EID_7624,0.0544
EID_15741,0.0454
EID_1312,0.1828
EID_19575,0.2702
EID_21047,0.0559
EID_11969,0.0098
EID_19145,0.3965
EID_9871,0.2569
EID_18852,0.2732
EID_22326,0.1243
EID_7259,0.2467
EID_21920,0.2323
EID_1436,0.0026
EID_8261,0.0168
EID_23228,0.0624
EID_5560,0.1672
EID_22357,0.4052
EID_4816,0.1465
EID_10000,0.2949
EID_21908,0.6828
EID_14887,0.0048
EID_12497,0.7109
EID_17976,0.0991
EID_17356,0.0374
EID_9785,0.0863
EID_16224,0.1871
EID_6020,0.1196
EID_20716,0.0546
EID_11351,0.0607
EID_20899,0.0244
EID_9718,0.0585
EID_9479,0.1814
EID_25048,0.1126
EID_23370,0.0069999999999999
EID_13877,0.1189
EID_12256,0.2317
EID_1903,0.0869
EID_8830,0.1751
EID_22060,0.1665
EID_11996,0.2398
EID_21061,0.0291
EID_22604,0.0
EID_18463,0.1117
EID_11375,0.1326
EID_2685,0.0231
EID_16010,0.0655
EID_19288,0.0154
EID_9283,0.0523
EID_11122,0.0837
EID_6638,0.0804
EID_25516,0.091
EID_3864,0.2199
EID_9746,0.1071
EID_8407,0.1047
EID_25463,0.1124
EID_23098,0.0981
EID_22512,0.0904
EID_14671,0.4208
EID_18482,0.8558
EID_8151,0.444
EID_16624,0.177
EID_1983,0.1244
EID_18445,0.296
EID_11891,0.2326
EID_2010,0.1019
EID_4592,0.0013
EID_17412,0.0052
EID_24883,0.0611
EID_15661,0.7240000000000001
EID_11757,0.163
EID_2627,0.059
EID_13243,0.2698
EID_10917,0.145
EID_4360,0.0221
EID_13536,0.0614
EID_10695,0.1137
EID_5746,0.0469
EID_1178,0.1519
EID_15290,0.1574
EID_3540,0.2553
EID_14684,0.3444
EID_7914,0.501
EID_23733,0.2898
EID_5907,0.0323
EID_5142,0.0638
EID_7686,0.2739999999999999
EID_12078,0.2229
EID_4880,0.0867
EID_1527,0.1449
EID_15919,0.3375
EID_1260,0.0365
EID_22377,0.1577
EID_7876,0.2541
EID_1213,0.1258
EID_4161,0.2583
EID_3214,0.0177
EID_17651,0.182
EID_8005,0.2947
EID_12852,0.1125
EID_21465,0.2628
EID_7371,0.0143
EID_25687,0.1956
EID_17222,0.2166
EID_1994,0.2901
EID_22384,0.5315
EID_6344,0.0571
EID_18801,0.7290000000000001
EID_13688,0.9538
EID_13779,0.0786
EID_24969,0.0874
EID_15311,0.1715
EID_9095,0.1414
EID_11675,0.1153
EID_14870,0.0089
EID_1575,0.1808
EID_7440,0.5074
EID_24259,0.1494
EID_19501,0.141
EID_23743,0.2609
EID_13287,0.2371
EID_2226,0.2406
EID_22439,0.0564
EID_16078,0.2831
EID_18895,0.0338
EID_19860,0.1958
EID_24564,0.0059
EID_21747,0.1439
EID_4659,0.0624
EID_24149,0.1542
EID_13300,0.1537
EID_16950,0.0036
EID_23778,0.0738
EID_14691,0.1242
EID_10789,0.124
EID_5525,0.2698
EID_19424,0.1607
EID_6171,0.0451
EID_19569,0.2322
EID_4602,0.2464
EID_17919,0.2491
EID_4286,0.256
EID_1973,0.7897
EID_25715,0.2675
EID_23385,0.3223
EID_13681,0.1389
EID_25410,0.7140000000000001
EID_18267,0.1822
EID_15252,0.2183
EID_23214,0.0668
EID_18551,0.5482
EID_2401,0.0603
EID_7609,0.1671
EID_21291,0.1514
EID_10126,0.5004
EID_19714,0.3303
EID_4911,0.1969
EID_12505,0.171
EID_10377,0.0622
EID_3407,0.1185
EID_3386,0.0139999999999999
EID_7623,0.2199
EID_19517,0.7374
EID_21782,0.0991
EID_12361,0.1414
EID_21171,0.2972
EID_17836,0.2652
EID_20286,0.0512
EID_25798,0.133
EID_15699,0.0433
EID_17006,0.3864
EID_22476,0.0454
EID_9406,0.0415
EID_13559,0.1594
EID_1340,0.2459
EID_17848,0.183
EID_20358,0.1095
EID_14265,0.27
EID_9820,0.0713
EID_13755,0.1985
EID_13293,0.0356
EID_25837,0.22
EID_20466,0.2597
EID_11032,0.0418
EID_2399,0.1781
EID_23917,0.0439
EID_17011,0.1789
EID_8967,0.0868
EID_24468,0.6165
EID_8435,0.1119999999999999
EID_17953,0.05
EID_7140,0.1344
EID_24404,0.062
EID_14380,0.2924
EID_1232,0.0982
EID_1573,0.1402
EID_3684,0.1927
EID_15824,0.1714
EID_9212,0.1
EID_21121,0.1714
EID_6346,0.0448
EID_9525,0.0369
EID_9726,0.2428
EID_2526,0.0059
EID_4228,0.0672
EID_14595,0.2517
EID_15856,0.1715
EID_6768,0.0274
EID_23953,0.5471
EID_19059,0.2381
EID_5268,0.2235
EID_7619,0.3777
EID_23028,0.1877
EID_22104,0.0193
EID_10318,0.5681
EID_25369,0.1761
EID_16633,0.0254
EID_15848,0.1301
EID_2240,0.1743
EID_1059,0.1385
EID_9315,0.1142
EID_15388,0.1146
EID_9984,0.2343
EID_4296,0.7396
EID_10927,0.0529
EID_25054,0.2251
EID_1884,0.0899
EID_21960,0.2539
EID_5572,0.1348
EID_16872,0.0461
EID_24525,0.1488
EID_14237,0.1147
EID_7114,0.1112
EID_7448,0.0518
EID_17668,0.1586
EID_7674,0.5149
EID_5884,0.1484
EID_13942,0.2112
EID_13098,0.1544
EID_7695,0.677
EID_5350,0.1478
EID_22853,0.0958
EID_2385,0.3631
EID_18006,0.1894
EID_12875,0.012
EID_5478,0.183
EID_18690,0.1217
EID_12545,0.2471
EID_13888,0.5769
EID_9732,0.0617
EID_18001,0.0363
EID_17479,0.1355
EID_23757,0.2289
EID_1303,0.009
EID_5375,0.1431
EID_5869,0.1428
EID_8825,0.4429
EID_22567,0.1071
EID_16273,0.0213
EID_20618,0.2616
EID_3608,0.0743
EID_8806,0.0246
EID_23170,0.1915
EID_12243,0.1773
EID_20089,0.0078
EID_16852,0.1567
EID_18312,0.0005
EID_14010,0.0429
EID_14705,0.1092
EID_20956,0.2704
EID_18794,0.1466
EID_1629,0.2137
EID_25483,0.1441
EID_4542,0.0683
EID_10076,0.0485
EID_9469,0.145
EID_25284,0.0181
EID_11972,0.037
EID_1798,0.1251
EID_21903,0.2966
EID_20031,0.0817
EID_20365,0.2888
EID_9210,0.1024
EID_19750,0.165
EID_4006,0.0813
EID_24922,0.541
EID_4760,0.2796
EID_11035,0.0782
EID_21008,0.1623
EID_23731,0.031
EID_21788,0.0534
EID_5428,0.0424
EID_14023,0.2837
EID_2937,0.1808
EID_16931,0.0309
EID_18299,0.047
EID_6660,0.1202
EID_23187,0.037
EID_14868,0.2991
EID_23247,0.0778
EID_15971,0.2848
EID_7852,0.0899
EID_7017,0.2141
EID_7494,0.2258
EID_18706,0.471
EID_22784,0.0024
EID_10756,0.1622
EID_6854,0.0616
EID_12554,0.2415
EID_1162,0.42
EID_19581,0.215
EID_2169,0.1463
EID_25149,0.1862
EID_22575,0.1342
EID_2265,0.1164
EID_19668,0.0102
EID_19245,0.1742
EID_8194,0.0451
EID_8081,0.1329
EID_8670,0.0543
EID_7992,0.0081
EID_6596,0.1935
EID_3699,0.0819
EID_9698,0.501
EID_1847,0.0746
EID_16179,0.9143
EID_23663,0.1684
EID_24287,0.7317
EID_3527,0.1098
EID_18652,0.0213
EID_24110,0.1691
EID_21419,0.1594
EID_12865,0.0027
EID_9237,0.1858
EID_20408,0.0755
EID_22934,0.0362
EID_6492,0.0434
EID_20285,0.2831
EID_1286,0.9369
EID_12542,0.1711
EID_5523,0.7329
EID_1979,0.1746
EID_23146,0.1172
EID_4773,0.2186
EID_8785,0.192
EID_4463,0.1339
EID_24028,0.1829
EID_20920,0.2789
EID_21392,0.0086
EID_4079,0.1016
EID_5173,0.0026
EID_22915,0.6863
EID_18347,0.0713
EID_7984,0.2713
EID_25148,0.0035
EID_4350,0.2537
EID_6909,0.7583
EID_10582,0.1981
EID_6248,0.0949
EID_10035,0.2165
EID_24603,0.5502
EID_1794,0.275
EID_9407,0.1475
EID_2114,0.1096
EID_21125,0.006
EID_15046,0.0381
EID_8058,0.3872
EID_1961,0.0505
EID_23324,0.3254
EID_21521,0.0563
EID_11043,0.6409999999999999
EID_6461,0.1506
EID_10398,0.0815
EID_20635,0.1814
EID_22940,0.1602
EID_8582,0.0508
EID_12770,0.2914
EID_15982,0.1521
EID_19692,0.1947
EID_18304,0.1506
EID_13603,0.2819
EID_6145,0.2619
EID_16587,0.0412
EID_16835,0.1299
EID_8399,0.0596
EID_7012,0.0429
EID_20575,0.0321
EID_20747,0.7266
EID_3907,0.0781
EID_22626,0.1784
EID_4442,0.0518
EID_18034,0.562
EID_16055,0.0941
EID_21684,0.1463
EID_17499,0.1891
EID_1222,0.1648
EID_17204,0.0289
EID_22732,0.2922
EID_8539,0.2964
EID_23136,0.2118
EID_24470,0.1413
EID_17404,0.1894
EID_21498,0.0392
EID_19495,0.2488
EID_23966,0.1765
EID_1388,0.7799
EID_7374,0.2771
EID_25441,0.0447
EID_16616,0.0995
EID_7654,0.639
EID_4217,0.1135
EID_9968,0.0845
EID_17830,0.0271
EID_12023,0.017
EID_24002,0.256
EID_11371,0.6964
EID_11096,0.1969999999999999
EID_24835,0.1535
EID_17439,0.1125
EID_6587,0.0113
EID_21946,0.287
EID_5431,0.2436
EID_4723,0.1407
EID_11535,0.0691
EID_2330,0.0234
EID_23531,0.01
EID_8913,0.1581
EID_21273,0.1584
EID_11927,0.4048
EID_1385,0.105
EID_15758,0.0837
EID_1023,0.2789999999999999
EID_8959,0.074
EID_12911,0.1543
EID_15925,0.0601
EID_17769,0.1947
EID_19842,0.0767
EID_15875,0.1662
EID_21284,0.0066
EID_24825,0.1621
EID_23825,0.1937
EID_13001,0.0424
EID_25601,0.691
EID_24670,0.0321
EID_24412,0.2638
EID_18712,0.0632
EID_21138,0.1079
EID_19335,0.1639
EID_16753,0.0607
EID_24399,0.4934
EID_12567,0.0979
EID_22161,0.2759
EID_12609,0.0209
EID_22249,0.0795
EID_5314,0.0852
EID_1897,0.1339
EID_22507,0.0198
EID_2878,0.0943
EID_10098,0.7401
EID_18435,0.1341
EID_8063,0.0009
EID_3512,0.2615
EID_24444,0.1619
EID_9813,0.0274
EID_25132,0.0998
EID_5613,0.1932
EID_14062,0.273
EID_20073,0.0046
EID_12506,0.5746
EID_1092,0.78
EID_15895,0.2713
EID_1039,0.2505
EID_22016,0.1288
EID_6764,0.1875
EID_17384,0.0739
EID_8705,0.2994
EID_14832,0.1117
EID_16473,0.0529
EID_11186,0.4036
EID_7476,0.2183
EID_19671,0.1979
EID_14001,0.0953
EID_10658,0.0283
EID_6668,0.011
EID_13786,0.0825
EID_11224,0.2864
EID_13296,0.1872
EID_22145,0.0579
EID_6494,0.1779
EID_1649,0.2339
EID_20878,0.6272
EID_3790,0.2834
EID_9257,0.1816
EID_14917,0.0072
EID_22052,0.2367
EID_1198,0.1352
EID_8478,0.1217
EID_2071,0.2885
EID_1250,0.2594
EID_9000,0.1119999999999999
EID_17319,0.1935
EID_21794,0.2395
EID_23350,0.1469
EID_16278,0.0289
EID_3330,0.1905
EID_12584,0.1419
EID_9354,0.15
EID_15007,0.2515
EID_11656,0.0523
EID_22526,0.1739
EID_11027,0.1328
EID_21588,0.272
EID_13717,0.0836
EID_8073,0.1138
EID_15972,0.471
EID_5730,0.3884
EID_23968,0.1935
EID_4299,0.1997
EID_6302,0.1482
EID_6974,0.1928
EID_4829,0.0237
EID_21139,0.1678
EID_23456,0.0035
EID_20110,0.1879
EID_20342,0.1457
EID_15238,0.013
EID_10349,0.0418
EID_10077,0.1702
EID_22330,0.0926
EID_4368,0.1051
EID_8859,0.7583
EID_24277,0.2609
EID_1061,0.1125
EID_5597,0.4299
EID_4820,0.0587
EID_5863,0.1829
EID_23680,0.1048
EID_5542,0.0471
EID_6203,0.1275
EID_5355,0.5295
EID_19669,0.1758
EID_21725,0.1153
EID_2138,0.0448
EID_24278,0.1902
EID_6591,0.092
EID_21056,0.0568
EID_18759,0.1605
EID_12059,0.2733
EID_11077,0.0954
EID_17216,0.1669
EID_15655,0.1016
EID_19017,0.0321
EID_17846,0.0964
EID_6418,0.2777
EID_25942,0.1468
EID_5420,0.1801
EID_11764,0.0767
EID_16483,0.1746
EID_1901,0.1552
EID_21480,0.0676
EID_8006,0.1858
EID_1282,0.0998
EID_6895,0.2903
EID_13677,0.2898
EID_6071,0.2391
EID_14425,0.5313
EID_22685,0.0933
EID_20203,0.4841
EID_19161,0.2417
EID_1947,0.0904
EID_16574,0.2828
EID_2561,0.1744
EID_20668,0.0822
EID_7831,0.1975
EID_8769,0.123
EID_25191,0.4422
EID_15590,0.0087
EID_12458,0.0929
EID_11406,0.1531
EID_17629,0.1836
EID_4632,0.1304
EID_18455,0.1587
EID_23077,0.1519
EID_25024,0.032
EID_6269,0.0163
EID_12100,0.1954
EID_23190,0.049
EID_9030,0.0271
EID_12359,0.6069
EID_12041,0.0566
EID_2019,0.1746
EID_22974,0.1196
EID_10351,0.0226
EID_23630,0.1175
EID_7309,0.6573
EID_19821,0.1257
EID_4033,0.1581
EID_3435,0.0911
EID_5759,0.1201
EID_12826,0.1286
EID_8148,0.0226
EID_16088,0.6618
EID_15783,0.1845
EID_19521,0.2711
EID_13016,0.0089
EID_13708,0.0068
EID_4237,0.1475
EID_3620,0.9612
EID_10042,0.2341
EID_8833,0.145
EID_21028,0.0985
EID_3485,0.1099
EID_23372,0.6582
EID_19410,0.2806
EID_6598,0.6672
EID_25371,0.1465
EID_19483,0.0586
EID_22826,0.2123
EID_23606,0.1873
EID_9346,0.1843
EID_1608,0.0543
EID_1603,0.1868
EID_23041,0.6728
EID_7801,0.103
EID_22456,0.2667
EID_24428,0.1146
EID_10811,0.9615
EID_24566,0.0477
EID_2531,0.4299
EID_10878,0.2852
EID_19548,0.0114
EID_11988,0.273
EID_11378,0.7537
EID_9896,0.0756
EID_17323,0.1273
EID_24976,0.1319
EID_11249,0.1958
EID_20395,0.1418
EID_18262,0.0579999999999999
EID_14670,0.1083
EID_12880,0.1365
EID_1406,0.1088
EID_23014,0.273
EID_5224,0.2272
EID_3232,0.2451
EID_22327,0.1809
EID_2285,0.2703
EID_20468,0.2909
EID_4443,0.1463
EID_15641,0.0987
EID_8106,0.1989
EID_13958,0.1954
EID_10214,0.0898
EID_17739,0.1579
EID_13347,0.0137
EID_23453,0.0352
EID_1477,0.0937
EID_20224,0.2448
EID_2362,0.1273
EID_21421,0.0166
EID_7860,0.0225
EID_10286,0.1164
EID_7184,0.1785
EID_21742,0.0752
EID_21610,0.093
EID_19375,0.1564
EID_18564,0.1054
EID_19108,0.231
EID_17928,0.1918
EID_25613,0.0659
EID_23787,0.0905
EID_2392,0.5473
EID_7574,0.1955
EID_9810,0.1835
EID_14332,0.2319
EID_20937,0.0402
EID_7827,0.2732
EID_7457,0.198
EID_11152,0.2834
EID_12917,0.1247
EID_18590,0.1938
EID_15327,0.7602
EID_11687,0.1191
EID_5179,0.1934
EID_5623,0.2483
EID_25331,0.0044
EID_24386,0.019
EID_6507,0.1997
EID_7842,0.1678
EID_12018,0.0104
EID_6640,0.0213
EID_9872,0.0401
EID_2331,0.4845
EID_19685,0.2837
EID_25701,0.5918
EID_25681,0.1681
EID_20151,0.1668
EID_8980,0.4139
EID_12719,0.1168
EID_20075,0.1297
EID_14984,0.2792
EID_8177,0.256
EID_1360,0.0196
EID_24812,0.0592
EID_8480,0.1593
EID_14567,0.2357
EID_16194,0.0271
EID_10020,0.1645
EID_7321,0.1571
EID_15387,0.2219
EID_19419,0.1404
EID_20496,0.0561
EID_1308,0.0579
EID_14770,0.1146
EID_21893,0.2376
EID_10990,0.9693
EID_17521,0.5565
EID_15274,0.0605
EID_24001,0.1001
EID_4111,0.1457
EID_4284,0.3522
EID_19682,0.018
EID_14871,0.1602
EID_18152,0.0873
EID_12520,0.2577
EID_4739,0.1208
EID_8424,0.0321
EID_23600,0.5871
EID_25891,0.2229
EID_11618,0.2815
EID_12674,0.193
EID_5999,0.0834
EID_18063,0.0179
EID_14859,0.0059
EID_20353,0.1496
EID_22962,0.0389
EID_19650,0.3753
EID_6108,0.1923
EID_19012,0.1609
EID_22925,0.0053
EID_15619,0.0694
EID_19998,0.2413
EID_20052,0.1725
EID_25044,0.1522
EID_5422,0.165
EID_15354,0.2907
EID_3804,0.0144
EID_23277,0.7682
EID_12336,0.9162
EID_24839,0.2273
EID_1651,0.0435
EID_24355,0.0157
EID_24276,0.0781
EID_10346,0.715
EID_9579,0.7847
EID_23242,0.2749
EID_23541,0.1457
EID_14741,0.0014
EID_7783,0.2183
EID_12569,0.1242
EID_3834,0.0469
EID_6799,0.1365
EID_15609,0.1261
EID_5496,0.1343
EID_5080,0.0136
EID_14834,0.2898
EID_18266,0.0006
EID_1182,0.2211
EID_6445,0.2977
EID_18656,0.9823
EID_24011,0.1725
EID_25093,0.2831
EID_11334,0.1331
EID_15785,0.1789
EID_8060,0.691
EID_4349,0.0015
EID_22525,0.115
EID_1231,0.2336
EID_2127,0.0074
EID_4047,0.0214
EID_12989,0.2961
EID_17726,0.1295
EID_1602,0.0016
EID_5945,0.0182
EID_15166,0.0834
EID_25317,0.3236
EID_18848,0.0
