Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Age,Time_of_service,Time_since_promotion,growth_rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Decision_skill_possess,Attrition_rate,Employee_ID
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.921506295585261,1.7248321238454245,0.5404782022935175,0.12567074914355214,-1.5346138028944663,-0.010937644891373957,0.5445739851154839,-0.10711168111282078,0.78616279402421,-0.452049746609556,2.150487727685532,1.2403404702723357,-0.956221692803765,-0.2716737465808608,1,1,0,0.2735,EID_9153
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.5687625099899138,-1.3116125327711392,-2.0688468811962677,-1.3887387605196604,-0.6806272681730049,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,0.18495648951211835,0.17585328328955535,-0.956221692803765,-0.2716737465808608,1,1,1,0.08,EID_19087
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.7697554779515579,1.333032813314255,-1.1990718533663394,-1.1363371755757916,-0.6806272681730049,0.4724481833167967,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,0.18495648951211835,2.304827657255116,-0.956221692803765,-0.2716737465808608,0,0,3,0.2109,EID_4825
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.2652608747225074,-0.9198132222399696,-0.32929682553641093,1.450779070098863,0.17335926654845654,0.9558340115249674,0.5445739851154839,1.0950396220613718,-0.11279230848732984,-1.6241777119013776,0.18495648951211835,1.2403404702723357,0.7667002762120273,-0.2716737465808608,1,1,3,0.1696,EID_17644
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5687625099899138,-1.3116125327711392,-2.0688468811962677,1.7031806550427318,-0.6806272681730049,1.4392198397331382,0.5445739851154839,-0.10711168111282078,-1.0117474109988696,1.892105251573735,0.18495648951211835,1.2403404702723357,-0.956221692803765,-0.2716737465808608,1,0,2,0.0318,EID_20902
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,-1.3116125327711392,-2.0688468811962677,-0.94703598686789,-0.6806272681730049,-0.010937644891373957,-0.34209050728389534,-0.10711168111282078,0.78616279402421,-1.6241777119013776,-1.7805747486612953,0.17585328328955535,0.7667002762120273,-0.2716737465808608,1,0,1,0.1331,EID_20121
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.921506295585261,2.1166314343765937,-1.1990718533663394,0.6935743152672568,0.17335926654845654,-0.9777093013077153,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,-1.7805747486612953,0.17585328328955535,-1.8176826773116612,-0.2716737465808608,0,1,0,0.0671,EID_5504
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.024621075163970347,-0.13621460117763065,-1.1990718533663394,-0.1267308358003166,0.17335926654845654,1.4392198397331382,-0.34209050728389534,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,2.304827657255116,0.7667002762120273,0.8167627381181006,1,0,2,0.1468,EID_8049
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5065067865539911,-0.43006408407600777,-1.1990718533663394,-0.5053332132161197,-0.6806272681730049,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,-1.9107025135104097,0.7199772862819134,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,1,1,0.0559999999999999,EID_14638
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5823821953708427,-0.6259637393415926,1.4102532301234458,-0.1898312320362838,1.027345801269918,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,1.2555264592028103e-15,0.7199772862819134,-1.7805747486612953,-1.9531210906760055,-1.8176826773116612,0.8167627381181006,0,1,3,0.6409999999999999,EID_12947
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.341136283539359,-1.017763049872762,-1.1990718533663394,0.37807233408742086,1.027345801269918,-0.010937644891373957,0.5445739851154839,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,0.8167627381181006,1,0,0,0.1095,EID_20029
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1135100570888041,-0.7239135669743849,0.5404782022935175,0.37807233408742086,-0.6806272681730049,-0.010937644891373957,-1.2287549996832745,-0.10711168111282078,0.78616279402421,0.7199772862819134,2.150487727685532,0.17585328328955535,0.7667002762120273,0.8167627381181006,1,0,2,0.0462,EID_23546
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.921506295585261,1.9207317791110092,-0.32929682553641093,-1.0732367793398243,0.17335926654845654,0.4724481833167967,-0.34209050728389534,-0.10711168111282078,1.2555264592028103e-15,0.7199772862819134,-1.7805747486612953,0.17585328328955535,-0.956221692803765,-0.2716737465808608,0,0,1,0.1708,EID_3722
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6582576041876943,-0.7239135669743849,1.4102532301234458,-0.5053332132161197,0.17335926654845654,0.9558340115249674,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,0.7199772862819134,0.18495648951211835,0.17585328328955535,-1.8176826773116612,-0.2716737465808608,1,0,1,0.2704,EID_23853
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.1893854659056557,-0.8218633946071773,-1.1990718533663394,0.31497193785145366,0.17335926654845654,0.9558340115249674,-0.34209050728389534,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,0.17585328328955535,0.7667002762120273,1.905199222817062,1,1,3,0.1742,EID_16808
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.15763488172074647,-1.1990718533663394,0.6935743152672568,0.17335926654845654,-1.461095129515886,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,-1.7805747486612953,1.2403404702723357,0.7667002762120273,-1.3601102312798221,1,0,2,0.8727,EID_3901
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5557489368819317,0.7453338475175008,-1.1990718533663394,-0.8208351943959556,0.17335926654845654,0.9558340115249674,1.4312384775148632,1.0950396220613718,0.78616279402421,0.7199772862819134,0.18495648951211835,0.17585328328955535,-1.8176826773116612,-1.3601102312798221,1,1,1,0.2269,EID_4861
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8858838306382493,0.0,-1.1990718533663394,0.6935743152672568,1.027345801269918,0.9558340115249674,-1.2287549996832745,-0.10711168111282078,0.78616279402421,0.7199772862819134,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,1,3,0.6272,EID_12981
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.4039981192482285,0.15763488172074647,1.4102532301234458,0.8197751077391912,-0.6806272681730049,1.4392198397331382,-0.34209050728389534,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-1.9531210906760055,-0.09476070829586886,1.905199222817062,1,0,1,0.0326,EID_7596
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.43063137773713944,-0.7239135669743849,-1.1990718533663394,-1.1363371755757916,1.027345801269918,0.4724481833167967,0.5445739851154839,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,0,1,0.273,EID_14066
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1893854659056557,-0.8218633946071773,1.4102532301234458,0.5042731265593552,-1.5346138028944663,0.9558340115249674,0.5445739851154839,1.0950396220613718,0.78616279402421,0.7199772862819134,0.18495648951211835,0.17585328328955535,-1.8176826773116612,-0.2716737465808608,0,1,1,0.0021,EID_18060
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0868767985998933,1.4309826409470474,-1.1990718533663394,1.5138794663348303,0.17335926654845654,-0.4943234730995446,0.5445739851154839,1.0950396220613718,-0.11279230848732984,-0.452049746609556,0.18495648951211835,-0.8886339036932251,0.7667002762120273,1.905199222817062,0,1,2,0.0647,EID_23729
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0868767985998933,1.6268822962126321,0.5404782022935175,-1.5780399492275619,-1.5346138028944663,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,0.18495648951211835,1.2403404702723357,-0.09476070829586886,-0.2716737465808608,1,1,0,0.0447,EID_5824
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.162752207416745,1.9207317791110092,1.4102532301234458,1.1983774851549942,1.8813323359913794,0.4724481833167967,1.4312384775148632,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.956221692803765,-0.2716737465808608,1,0,0,0.2307,EID_2025
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.5687625099899138,-1.3116125327711392,-2.0688468811962677,-0.5053332132161197,0.17335926654845654,-0.9777093013077153,1.4312384775148632,-0.10711168111282078,1.2555264592028103e-15,-0.452049746609556,-1.7805747486612953,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,1,0,0.2637,EID_20761
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47987352806508016,-0.3321142564432154,-0.32929682553641093,-1.0101363831038572,-0.6806272681730049,1.4392198397331382,-1.2287549996832745,-0.10711168111282078,-1.9107025135104097,0.7199772862819134,0.18495648951211835,-1.9531210906760055,0.7667002762120273,-0.2716737465808608,1,1,1,0.0759,EID_9775
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.8858838306382493,-0.7239135669743849,0.5404782022935175,-0.5684336094520869,-1.5346138028944663,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,1.6852228656042354,0.7199772862819134,0.18495648951211835,0.17585328328955535,1.6281612607199236,-0.2716737465808608,1,1,1,0.2161,EID_22605
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0868767985998933,1.2350829856814625,-0.32929682553641093,-1.262537968047726,1.027345801269918,0.9558340115249674,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,1,2,0.4617,EID_20859
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5065067865539911,-0.43006408407600777,0.5404782022935175,1.5769798625707974,-1.5346138028944663,1.9226056679413088,-0.34209050728389534,-1.3092629842870134,0.78616279402421,-0.452049746609556,0.18495648951211835,-0.8886339036932251,-0.09476070829586886,-0.2716737465808608,1,0,1,0.6961,EID_11141
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7341330130045459,-0.6259637393415926,0.5404782022935175,-0.8839355906319228,-0.6806272681730049,-0.010937644891373957,-1.2287549996832745,-2.511414287461206,0.78616279402421,0.7199772862819134,0.18495648951211835,1.2403404702723357,-0.09476070829586886,-0.2716737465808608,0,1,2,0.2656,EID_20542
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-0.9198132222399696,-1.1990718533663394,1.5769798625707974,1.8813323359913794,-0.010937644891373957,-0.34209050728389534,-0.10711168111282078,-1.9107025135104097,0.7199772862819134,0.18495648951211835,2.304827657255116,-0.956221692803765,-1.3601102312798221,1,0,3,0.0618,EID_17527
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.25224730161452524,-0.13621460117763065,1.4102532301234458,0.1887711453795193,1.8813323359913794,-0.4943234730995446,1.4312384775148632,-0.10711168111282078,0.78616279402421,-0.452049746609556,0.18495648951211835,1.2403404702723357,0.7667002762120273,-0.2716737465808608,0,0,0,0.1983,EID_10767
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7341330130045459,-0.7239135669743849,-1.1990718533663394,-0.06363043956434941,-1.5346138028944663,-0.010937644891373957,1.4312384775148632,-1.3092629842870134,1.6852228656042354,0.7199772862819134,-1.7805747486612953,1.2403404702723357,0.7667002762120273,0.8167627381181006,0,0,3,0.2744,EID_14404
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5494341922519159,0.5404782022935175,0.2518715416154865,-0.6806272681730049,-0.9777093013077153,-0.34209050728389534,2.2971909252355647,0.78616279402421,1.892105251573735,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,0,3,0.1571,EID_1433
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.1893854659056557,-0.8218633946071773,-1.1990718533663394,-1.7042407416994962,1.027345801269918,0.4724481833167967,-0.34209050728389534,1.0950396220613718,0.78616279402421,0.7199772862819134,0.18495648951211835,1.2403404702723357,-0.956221692803765,-0.2716737465808608,1,0,3,0.0088,EID_15214
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.05125433365288128,0.059685054087954104,1.4102532301234458,1.2614778813909615,1.8813323359913794,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,1.6852228656042354,0.7199772862819134,0.18495648951211835,0.17585328328955535,-0.956221692803765,-0.2716737465808608,1,1,2,0.0882,EID_1028
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.9617592394551009,-1.017763049872762,0.5404782022935175,1.3245782776269286,1.027345801269918,-0.010937644891373957,1.4312384775148632,1.0950396220613718,-0.11279230848732984,-0.452049746609556,-1.7805747486612953,0.17585328328955535,0.7667002762120273,1.905199222817062,0,0,1,0.2711,EID_23163
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.43063137773713944,-0.3321142564432154,-0.32929682553641093,1.2614778813909615,0.17335926654845654,1.4392198397331382,-0.34209050728389534,-0.10711168111282078,0.78616279402421,-0.452049746609556,0.18495648951211835,-1.9531210906760055,-0.09476070829586886,-2.4485467159787837,1,0,2,0.1519,EID_10796
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3145030250504481,2.1166314343765937,0.5404782022935175,-0.6315340056880541,0.17335926654845654,-1.9444809577240567,-1.2287549996832745,1.0950396220613718,0.78616279402421,0.7199772862819134,0.18495648951211835,-0.8886339036932251,-0.956221692803765,-0.2716737465808608,1,0,2,0.1593,EID_2413
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6582576041876943,-0.9198132222399696,-0.32929682553641093,0.06257035290758495,1.8813323359913794,-0.9777093013077153,-1.2287549996832745,-2.511414287461206,-0.11279230848732984,0.7199772862819134,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,1,0,0.23,EID_15197
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0868767985998933,1.333032813314255,1.4102532301234458,-1.262537968047726,-1.5346138028944663,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,1.2555264592028103e-15,-0.452049746609556,0.18495648951211835,0.17585328328955535,-0.956221692803765,0.8167627381181006,1,0,2,0.0672,EID_22544
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8592505721493383,1.333032813314255,-0.32929682553641093,1.0090762964470927,-0.6806272681730049,-0.010937644891373957,0.5445739851154839,-0.10711168111282078,1.2555264592028103e-15,-1.6241777119013776,2.150487727685532,1.2403404702723357,0.7667002762120273,-0.2716737465808608,0,1,2,0.046,EID_3235
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.10049648398082198,0.4514843646191236,-1.1990718533663394,1.0721766926830598,-0.6806272681730049,-0.4943234730995446,1.4312384775148632,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,0.7667002762120273,0.8167627381181006,1,0,3,0.1008,EID_9981
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8858838306382493,-0.7239135669743849,-1.1990718533663394,-1.5780399492275619,0.17335926654845654,0.4724481833167967,-1.2287549996832745,-0.10711168111282078,-0.11279230848732984,1.892105251573735,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,1,1,2,0.0871,EID_14964
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0391833304158777,1.4102532301234458,0.31497193785145366,-0.6806272681730049,-0.4943234730995446,0.5445739851154839,-0.10711168111282078,-1.9107025135104097,-0.452049746609556,-1.7805747486612953,0.17585328328955535,1.6281612607199236,0.8167627381181006,0,0,2,0.0449,EID_1297
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.20300515128658456,-0.3321142564432154,-0.32929682553641093,1.1983774851549942,1.027345801269918,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,-2.796204744792847,-1.7805747486612953,-0.8886339036932251,-1.8176826773116612,0.8167627381181006,1,0,0,0.1544,EID_24847
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.542129251501003,1.333032813314255,0.5404782022935175,-0.5684336094520869,0.17335926654845654,-0.9777093013077153,-1.2287549996832745,-1.3092629842870134,0.78616279402421,-0.452049746609556,0.18495648951211835,-1.9531210906760055,0.7667002762120273,-0.2716737465808608,0,0,1,0.0068,EID_1395
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.1893854659056557,0.0,1.4102532301234458,-1.5780399492275619,0.17335926654845654,-0.010937644891373957,-0.34209050728389534,1.0950396220613718,-1.9107025135104097,-0.452049746609556,0.18495648951211835,0.17585328328955535,0.7667002762120273,1.905199222817062,0,0,0,0.2197,EID_15391
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0868767985998933,0.9412335027830855,-0.32929682553641093,-1.1363371755757916,-1.5346138028944663,-0.010937644891373957,-1.2287549996832745,-0.10711168111282078,1.2555264592028103e-15,-0.452049746609556,0.18495648951211835,1.2403404702723357,-0.956221692803765,0.8167627381181006,1,0,3,0.1379,EID_5986
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7833751633324867,1.333032813314255,-1.1990718533663394,0.44117273032338805,0.17335926654845654,0.4724481833167967,1.4312384775148632,-0.10711168111282078,1.2555264592028103e-15,-0.452049746609556,2.150487727685532,0.17585328328955535,-0.09476070829586886,1.905199222817062,1,1,2,0.2384,EID_5679
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0868767985998933,0.15763488172074647,-0.32929682553641093,-1.262537968047726,0.17335926654845654,-0.010937644891373957,-0.34209050728389534,-0.10711168111282078,0.78616279402421,0.7199772862819134,0.18495648951211835,1.2403404702723357,0.7667002762120273,-0.2716737465808608,1,0,3,0.1313,EID_3451
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.43063137773713944,-0.13621460117763065,-0.32929682553641093,-1.5149395529915946,-1.5346138028944663,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,1.2555264592028103e-15,-0.452049746609556,0.18495648951211835,2.304827657255116,-1.8176826773116612,-0.2716737465808608,0,0,3,0.042,EID_14177
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2386276162335965,0.6473840198847083,0.5404782022935175,-0.0005300433283822341,1.8813323359913794,-0.4943234730995446,-1.2287549996832745,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,0.18495648951211835,-0.8886339036932251,0.7667002762120273,-0.2716737465808608,1,0,0,0.1675,EID_5301
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.20300515128658456,-0.13621460117763065,1.4102532301234458,0.756674711503224,-0.6806272681730049,-0.9777093013077153,0.5445739851154839,-0.10711168111282078,0.78616279402421,0.7199772862819134,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,1,1,3,0.9262,EID_25100
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3903784338672998,0.8432836751502931,0.5404782022935175,0.756674711503224,0.17335926654845654,-0.9777093013077153,-0.34209050728389534,-0.10711168111282078,-0.11279230848732984,-0.452049746609556,2.150487727685532,-0.8886339036932251,-0.956221692803765,1.905199222817062,0,0,2,0.1291,EID_9288
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8858838306382493,-0.8218633946071773,0.5404782022935175,1.5138794663348303,-0.6806272681730049,-0.4943234730995446,-1.2287549996832745,1.0950396220613718,-1.0117474109988696,-0.452049746609556,0.18495648951211835,0.17585328328955535,0.7667002762120273,-0.2716737465808608,0,0,0,0.1577,EID_20266
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.5823821953708427,-0.7239135669743849,1.4102532301234458,0.6304739190312896,1.027345801269918,-0.4943234730995446,0.5445739851154839,-2.511414287461206,-1.0117474109988696,0.7199772862819134,0.18495648951211835,-0.8886339036932251,-1.8176826773116612,-0.2716737465808608,0,0,3,0.0645,EID_22041
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32812271043137686,-0.5280139117088002,-1.1990718533663394,0.31497193785145366,0.17335926654845654,-1.461095129515886,0.5445739851154839,-0.10711168111282078,-1.0117474109988696,0.7199772862819134,0.18495648951211835,-1.9531210906760055,0.7667002762120273,0.8167627381181006,1,1,3,0.1883,EID_6447
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7074997545156351,0.7453338475175008,-0.32929682553641093,-0.06363043956434941,-0.6806272681730049,0.9558340115249674,-1.2287549996832745,-1.3092629842870134,0.78616279402421,-0.452049746609556,0.18495648951211835,1.2403404702723357,-0.09476070829586886,-0.2716737465808608,1,0,0,0.255,EID_6029
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8592505721493383,-0.038264773544838274,1.4102532301234458,1.0090762964470927,-0.6806272681730049,-0.4943234730995446,1.4312384775148632,-0.10711168111282078,-1.0117474109988696,-0.452049746609556,-1.7805747486612953,-0.8886339036932251,-0.09476070829586886,-0.2716737465808608,0,1,2,0.472,EID_3599
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0868767985998933,0.15763488172074647,1.4102532301234458,0.2518715416154865,-0.6806272681730049,0.9558340115249674,0.5445739851154839,1.0950396220613718,-1.0117474109988696,-0.452049746609556,0.18495648951211835,2.304827657255116,-0.09476070829586886,-0.2716737465808608,1,0,2,0.1183,EID_19544
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0868767985998933,0.5494341922519159,-1.1990718533663394,1.5769798625707974,-0.6806272681730049,-0.4943234730995446,0.5445739851154839,1.0950396220613718,0.78616279402421,0.7199772862819134,2.150487727685532,1.2403404702723357,0.7667002762120273,0.8167627381181006,1,1,0,0.0026,EID_20295
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.542129251501003,0.7453338475175008,-0.32929682553641093,-1.1363371755757916,1.027345801269918,-0.4943234730995446,-0.34209050728389534,-0.10711168111282078,-1.0117474109988696,1.892105251573735,0.18495648951211835,0.17585328328955535,-0.09476070829586886,-0.2716737465808608,1,1,0,0.1475,EID_1407
