Loyalty_customer_No ,Loyalty_customer_Yes,Product_Category_Child_care,Product_Category_Cosmetics,Product_Category_Educational,Product_Category_Fashion,Product_Category_Home_decor,Product_Category_Hospitality,Product_Category_Organic,Product_Category_Pet_care,Product_Category_Repair,Product_Category_Technology,Stall_no,Market_Category,Demand,charges_1,charges in percentage,Minimum_price,Maximum_price,Grade,Discount_avail,Selling_Price,Product_id
0,1,0,0,0,0,0,0,1,0,0,0,-0.09910101034645719,-0.3607934952868625,-1.5067697381700118,-1.021541148578834,-0.7671210227294312,1.0631482507174412,3.578527646833086,0,1.0,1901.32534845,ACCDX9Y3MJET7BHY
0,1,0,0,0,0,0,0,1,0,0,0,-1.0748812893996798,0.30478718979904396,0.7411476041245092,-1.1431993227219517,-1.0028316336910263,0.13775589741641578,-0.04864548164184237,0,0.0,5055.9201,SNDEDNFG7ZNRNAGM
1,0,1,0,0,0,0,0,0,0,0,0,0.10999476373637625,1.4886961960137979,-1.1955196446215397,0.42213585125282993,1.3542744759249246,0.5757138626420496,0.23286397893332603,0,0.0,6291.410796,FABE9Q5X2QG4P5BW
0,1,0,0,0,0,0,0,0,0,1,0,1.0160764514286544,-0.0014977272316386723,1.4673978224042776,-0.4051397329203707,-0.7671210227294312,-0.15360525936549121,-0.5980742909023434,0,0.0,3833.067392,NKCECHHZSUD4KNZF
0,1,0,0,0,0,0,1,0,0,0,0,-0.5172925585121241,1.4886961960137979,-0.9880195822558916,0.25992495239533964,0.17572142111694916,2.193776135839684,1.417145157904724,0,0.0,10148.914125,RTRE3KKX6DHYNZBK
0,1,0,1,0,0,0,0,0,0,0,0,0.45848772054109865,0.07507350202603198,1.1561477288558053,-0.09693902509113908,1.5899850868865197,0.7676640586980543,0.3940038770556638,0,0.0,6632.585344,NKCE9ZYAD6P2SWT8
0,1,0,0,1,0,0,0,0,0,0,0,-1.1445798807606244,0.4991603102223618,1.0523976976729814,-1.0620938732932066,0.41143203207854423,0.9953472268122175,0.8288874575304067,0,0.0,7530.9696,SNDEHFQA8YU6WANZ
0,1,0,0,0,0,0,0,0,1,0,0,-1.1445798807606244,0.22232586598309093,-1.4721863944424038,-1.0945360530647046,-0.5314104117678361,-1.0235656944737324,0.6283639698497695,0,0.0,5066.443305,TOPE93YJPJDNW5EP
0,1,0,0,0,0,0,0,0,1,0,0,-0.44759396715117955,0.9409174020935386,1.0178143539453732,-0.9079935193785907,-1.0028316336910263,2.8278073323588027,2.5623200965400645,3,0.0,12495.939675,SHIE3QDHGXSE3PYE
0,1,0,0,0,0,0,1,0,0,0,0,0.7372820859848765,-1.0322642749310513,-0.8151028636178514,-0.11316011497688812,-0.7671210227294312,-1.1101494344608085,-1.144729607940429,2,0.0,1889.414625,BRAE2NF6S2ZYBQWQ
0,1,0,0,0,0,0,0,0,1,0,0,-0.029402418985512706,-0.796660492599757,-0.22718602024851522,-0.9566567890358378,-1.2385422446526213,1.0645225957966011,0.7004747676325712,1,0.0,7444.716912,SGLEJFUHZSTHYJZF
0,1,0,1,0,0,0,0,0,0,0,0,-0.656689741234013,-1.1500661660966984,0.5336475417588611,0.008498059166229624,0.6471426430401394,-1.1500054417564467,-0.9211861348137436,0,0.0,2247.399,SHOE6XNZAFUF2SHZ
0,1,0,1,0,0,0,0,0,0,0,0,0.6675834946239321,-0.1958708476549565,-0.9534362385282835,-0.3483659183202491,0.8828532540017344,0.603658879251635,0.3052521259383693,0,0.0,6341.1873,DKOEEY6F7TGXSD4X
1,0,0,0,0,0,0,0,0,0,1,0,-0.5869911498730686,-0.5728368993850275,-1.0917696134387156,4.610311033772243e-16,-0.29569980080624103,-1.1683300428119126,-1.3186275702858778,0,0.0,1563.983586,BRAE8TFHWYCTDUM3
1,0,0,0,0,0,0,0,1,0,0,0,0.5281863119020431,-0.5728368993850275,1.1907310725834135,-1.305410221579442,-0.29569980080624103,-1.0634217017693706,-1.2706461548380905,0,0.0,1548.692992,BRAECBUGKYS92MSZ
1,0,0,0,0,0,0,0,0,0,1,0,0.2493919464582652,1.323773548381892,-1.3338530195319718,0.12204568836647285,-0.5314104117678361,0.6151117549113011,0.7151742764113732,0,0.0,7162.78365,ACCE6DZC4SANU636
0,1,1,0,0,0,0,0,0,0,0,0,-1.4233742462044023,-1.0852751259555926,0.36073082312082105,0.47079912091007703,0.8828532540017344,0.9994702620496974,-0.21519368959789026,0,0.0,7056.7299,NKCE5T3GVHYKZSDH
1,0,0,0,0,0,1,0,0,0,0,0,-1.214278472121569,1.4886961960137979,-0.1926026765209072,-0.023944120605268442,0.6471426430401394,0.4698892915467343,0.1291353698149881,0,0.0,5894.392896,PACE5VYXRZBQ3FVR
0,1,0,0,0,0,0,0,0,1,0,0,-0.029402418985512706,-1.1029454096304396,1.1907310725834135,-0.802556435121222,-0.7671210227294312,-1.347911133155478,-1.3494133339546894,3,1.0,174.4822464,TUNEBYH39YV2GFFT
0,1,0,0,0,0,0,0,0,0,0,1,-0.3081967844292906,1.441575439547539,-0.36551939515894727,2.8228571543436867,0.6471426430401394,0.9884755014164178,0.5626322041785233,0,1.0,1119.13144125,SHIEBZY34GZUFZQX
0,1,0,0,1,0,0,0,0,0,0,0,1.0160764514286544,-1.026374180372769,1.2944811037662374,-0.7701142553497239,1.3542744759249246,1.7113810130545455,0.9692261639846286,0,1.0,1288.595616,ACCDXFPYAGWPT5WZ
0,1,1,0,0,0,0,0,0,0,0,0,0.10999476373637625,0.9409174020935386,0.7065642603969012,0.36536203665270833,-0.5314104117678361,0.3631484903986457,3.748265370844912,3,0.0,12266.7534,TOPE494XPFCSZA6H
0,1,0,0,0,0,0,1,0,0,0,0,-0.16879960170740166,1.441575439547539,-0.5730194575245954,0.6005678399960693,-1.2385422446526213,1.1336979647809846,0.5246353607314316,0,1.0,1113.66635625,BRAE74BRUJV9K63H
1,0,0,0,0,0,1,0,0,0,0,0,-0.16879960170740166,1.4886961960137979,-0.6767694887074194,-0.3483659183202491,0.6471426430401394,1.1712633969446897,0.31384995182785724,0,0.0,6974.809275,NKCEDE8GYSZDZG5M
0,1,0,0,0,0,0,0,0,0,1,0,-1.7021686116481802,0.07507350202603198,-1.2301029883491477,-0.040165210491017476,-0.5314104117678361,-1.3758561497650634,0.42173879927981833,0,0.0,4438.896066,TSHE4DNGZFWK6GYR
1,0,0,0,0,0,0,0,0,0,0,1,0.806980677345821,-1.0322642749310513,-0.6767694887074194,2.0766870195992313,-0.7671210227294312,0.36910398574167214,1.967960713276433,2,0.0,9371.721975,JEAEGE8RNMHJPFJW
0,1,0,0,0,1,0,0,0,0,0,0,-0.09910101034645719,-0.8261109653911688,0.15323076075517295,0.8844369129966774,1.5899850868865197,0.01727164547672782,-0.4377664404467303,1,0.0,4499.07048,DRPEGXZUPDVVDCZV
0,1,0,0,0,0,0,0,0,0,1,0,0.7372820859848765,-0.8025505871580394,0.7065642603969012,-0.11316011497688812,-2.181384688499002,-0.7019689459503068,0.10223249525755823,0,1.0,681.159105,SNDEHZPHCXP7ZTFA
1,0,0,0,1,0,0,0,0,0,0,0,-1.4930728375653468,-0.8261109653911688,-0.08885264533808317,-1.0620938732932066,0.6471426430401394,-0.12932516296699897,-0.524576747008334,0,0.0,3944.075328,BRFEHS8Y72WAUKHZ
1,0,0,0,0,0,0,0,0,0,0,1,0.8766792687067655,0.4991603102223618,1.0869810414005894,1.663049227512631,-0.29569980080624103,-0.5173485903164884,-0.008707193639059857,0,1.0,711.243456,BBAEJKEBQGU5CPUT
0,1,1,0,0,0,0,0,0,0,0,0,-1.5627714289262913,-1.1677364497715457,-0.8151028636178514,0.1950405928523435,1.3542744759249246,-0.5187229353956483,-0.5833747821235415,0,0.0,-3584.79555,WSCEFUV4TVWT73ZB
0,1,0,0,0,1,0,0,0,0,0,0,0.94637786006771,-0.8437812490660159,-0.6767694887074194,0.8844369129966774,1.3542744759249246,-0.7596914392750241,-0.8751461639216471,0,0.0,2881.2987,NKCE5QSZKK7Z4R2M
0,1,0,0,0,1,0,0,0,0,0,0,1.1554736341505434,-0.8261109653911688,0.22239744821038898,0.7952209186250577,0.17572142111694916,1.7979647530416216,1.085990186548319,0,0.0,9151.274592,SNDEBCQZHYXUYHPN
0,1,0,1,0,0,0,0,0,0,0,0,-1.4233742462044023,1.5947178980628804,-0.1580193327932992,-0.1050495700340136,0.6471426430401394,1.6660276254422677,0.7021388629660206,0,0.0,8211.01104,ACCDXFPYHYPFXGCY
0,1,0,0,0,0,0,0,0,1,0,0,1.085775042789599,0.8937966456272798,0.6373975729416852,-0.8674407946642181,-0.059989189844645935,1.4410931474864244,0.8197349331964358,3,0.0,8052.6303,ACCEAZCV9RKUAMHA
1,0,0,0,0,0,0,0,0,0,0,1,0.3190905378192097,1.5947178980628804,-1.2646863320767556,1.7198230421127525,-0.5314104117678361,0.0259758309780741,-0.4416493295581119,0,0.0,4629.357018,FABE87A83EKNGXVN
1,0,0,0,0,0,0,0,0,1,0,0,-0.796086923955902,-1.1618463552132632,-0.33093605143133925,-1.0458727834074575,-1.7099634665758114,0.03376378642664708,-0.4377664404467303,0,1.0,641.20734,SBEEH3QGU7MFYJFY
0,1,0,0,1,0,0,0,0,0,0,0,1.4342679995943213,-1.0087038966979218,0.32614747939321304,-1.2486364069793203,-0.059989189844645935,1.4470486428294507,0.9889179587637783,0,0.0,8209.80745,TOPEDQDFYDDZWY58
0,1,0,0,0,0,0,0,0,0,1,0,0.17969335509732073,-0.8437812490660159,0.4298975105760371,-0.05638630037676651,-1.9456740775374066,0.4304913992774827,0.0431571109201091,0,0.0,5666.8491,LJGED28UYTZQGQQG
1,0,1,0,0,0,0,0,0,0,0,0,1.2251722255114879,0.717093808878809,1.2598977600386294,-0.040165210491017476,0.17572142111694916,2.1791164549953113,2.542350952538673,0,0.0,11977.080192,PCSE93H4FSGSJHU6
0,1,0,0,0,0,1,0,0,0,0,0,-0.16879960170740166,0.9409174020935386,0.0494807295723489,-0.05638630037676651,0.6471426430401394,-0.6323354619395365,2.6666034041028857,3,0.0,9244.692864,TSHE4DNGWNY3TE4B
1,0,0,0,0,0,1,0,0,0,0,0,-0.3778953757902351,0.9409174020935386,-0.8151028636178514,-0.05638630037676651,0.8828532540017344,-0.46466536228202404,2.31381519341164,3,0.0,8829.381225,ACCE8TZFCREV9NK5
1,0,1,0,0,0,0,0,0,0,0,0,0.3887891291801542,1.4651358177806686,-1.3338530195319718,0.4951307557387006,-0.7671210227294312,-0.876510771003619,-0.5309557791198894,0,0.0,3331.26684,NKCEFGFUSZQCGUYN
0,1,0,0,1,0,0,0,0,0,0,0,-0.796086923955902,-0.943912856556816,-0.05426930161047515,-0.9161040643214652,0.41143203207854423,0.31962756289191435,0.4661146748384655,3,0.0,6225.728688,BRAEGJFZYEW2BMFJ
1,0,0,0,0,0,1,0,0,0,0,0,0.10999476373637625,1.4297952504309743,1.0178143539453732,-0.19426556440563328,0.41143203207854423,-0.22003193819155492,-0.5412177003428267,0,0.0,3858.13385,SHIEBZB4JHGWHX5Z
0,1,0,0,0,0,0,0,0,0,0,1,1.2251722255114879,1.4886961960137979,1.2598977600386294,1.5657226881981368,0.6471426430401394,0.5605960667712903,0.023187966918717842,0,0.0,5949.318144,DRPEHYHNHVKHZCZG
0,1,0,0,0,0,0,0,0,0,1,0,-1.1445798807606244,-0.1958708476549565,1.4673978224042776,-0.05638630037676651,-0.29569980080624103,0.07407790874867196,-0.2047930937638323,0,0.0,4820.737152,BKPEHD443RRF8PN3
0,1,0,0,0,0,0,0,0,1,0,0,1.6433637736771547,-1.1029454096304396,0.9140643227625492,-0.6646771710923552,-0.059989189844645935,-1.3437880979179981,-1.3937892095133366,3,0.0,1110.7206,BOTEJRZF6THZAYNT
0,1,0,0,0,0,0,0,1,0,0,0,-0.23849819306834613,1.323773548381892,-1.5413530818976198,-1.3297418564080656,-1.0028316336910263,0.9202163624848075,0.8599505704214597,0,0.0,7576.722252,DKOECHX36VQW47UN
1,0,0,0,0,0,0,0,1,0,0,0,-0.9354841066777909,0.9409174020935386,-1.0226029259834997,-1.2972996766365674,-0.5314104117678361,-0.2543905651705534,0.6153285564044169,3,0.0,5843.9535,TSHEDB4N3EGFZHWF
0,1,0,0,0,0,0,0,0,0,0,1,-0.09910101034645719,-0.8261109653911688,-0.4001027388865553,3.0905051374585457,-0.059989189844645935,-0.11420736709623965,-0.5717261147893966,1,0.0,4400.7306,BNGEB467ZXZZ4HWS
0,1,0,1,0,0,0,0,0,0,0,0,-1.0748812893996798,-1.0852751259555926,1.0178143539453732,-0.13749174980551165,1.1185638649633294,-0.1018382613838002,-0.48297436367210217,0,0.0,4095.1385,ACCEJGYYMTQR4JXY
1,0,0,0,0,0,0,0,0,0,0,1,-0.8657855153168464,0.21643577142480858,0.4644808543036451,2.6119829858289494,-0.059989189844645935,-0.1531471443391046,-0.1462724078708663,2,0.0,5027.2101,TOPEDHATHJRHTNMP
0,1,0,1,0,0,0,0,0,0,0,0,0.2493919464582652,-0.8437812490660159,1.5365645098594936,-0.4132502778632452,0.41143203207854423,0.27473229030602303,-0.2680287164349046,0,0.0,4882.347008,NKCEBFWTSJSWQVJ2
0,1,0,0,0,0,1,0,0,0,0,0,-0.3081967844292906,-0.6670784123175452,1.3290644474938456,-0.2023761093485078,1.1185638649633294,-0.7766416952513301,-1.02824293459898,2,1.0,363.5858688,BLAE6DPHGJXV84EH
0,1,0,1,0,0,0,0,0,0,0,0,-1.2839770634825134,0.9409174020935386,-0.6767694887074194,4.610311033772243e-16,-4.187061559008411e-16,2.74076547734534,2.0273134468361236,3,0.0,11761.213275,ACCEHZF95ZRCKACD
0,1,0,0,0,1,0,0,0,0,0,0,-0.9354841066777909,-1.1500661660966984,-0.6421861449798114,0.8438841882823048,0.8828532540017344,-1.0322698799750787,-0.21519368959789026,0,0.0,2632.572075,CRTECN2QXXNYW7QY
0,1,0,1,0,0,0,0,0,0,0,0,-0.3778953757902351,0.18698529863339677,0.8794809790349413,-0.14560229474838618,0.8828532540017344,2.165373004203712,1.2424151478925507,1,0.0,9683.0217,PCSEBAGCPVDXVN7G
0,1,0,0,0,0,0,0,0,1,0,0,-1.4233742462044023,-1.0852751259555926,0.014897385844740884,-0.8917724294928416,-0.7671210227294312,-0.07389324477421479,-0.5567492567883532,0,0.0,3965.139648,TOPDQAUYZKH2GDTM
1,0,0,0,0,0,0,0,0,1,0,0,0.45848772054109865,1.4886961960137979,0.7757309478521173,-0.8674407946642181,-1.9456740775374066,0.5931222336447421,0.0658997471439158,0,0.0,5784.2136,SHOE9T33EJDNTZ68
0,1,0,0,0,0,1,0,0,0,0,0,1.2251722255114879,-0.5139359538022038,1.2253144163110214,-0.4456924576347433,0.8828532540017344,-1.086327453088703,-0.8854080851445842,1,0.0,2314.671744,CRTECN2QWPZM7GRF
0,1,0,0,0,0,0,0,0,0,1,0,0.5978849032629876,-0.7848803034831923,0.6028142292140771,0.008498059166229624,-0.7671210227294312,-0.10504506656850672,-0.2857790666583635,2,0.0,4510.935,NKCE8BG8TGGG3HV5
0,1,1,0,0,0,0,0,0,0,0,0,-0.5869911498730686,-1.0322642749310513,0.6719809166692932,0.24370386250959059,1.3542744759249246,-0.36204759637141526,-0.22698103154315594,1,0.0,4370.4342,MUGE9RHN8PQP28CJ
0,1,1,0,0,0,0,0,0,0,0,0,1.7130623650380992,-0.5610567102684627,-1.1609363008939317,0.5113518456244496,-4.187061559008411e-16,0.13271663212616266,0.16935100704001216,1,0.0,5699.759967,BRAEDSKCPTZTAU8H
1,0,0,1,0,0,0,0,0,0,0,0,1.3645694082333768,-1.1677364497715457,-0.1926026765209072,-0.28348155877725295,1.5899850868865197,-0.8952934870854715,-0.8798611006997534,0,1.0,385.71552,NKCE3H9T7EKKXHG3
0,1,1,0,0,0,0,0,0,0,0,0,-0.9354841066777909,-0.1958708476549565,0.0494807295723489,-0.015833575662393923,0.6471426430401394,0.00627688484344831,-0.3642688965527208,0,0.0,4507.01928,NKCEAX7HUGVMK8RZ
1,0,0,0,0,0,0,0,0,1,0,0,-0.44759396715117955,-1.026374180372769,0.8448976353073333,-1.305410221579442,-0.29569980080624103,2.181407030127245,-0.21519368959789026,0,0.0,9766.1322,RTRE9WHYCSYHZKDM
0,1,0,0,0,0,0,0,0,0,1,0,-1.4233742462044023,-0.5198260483604862,0.9140643227625492,-0.05638630037676651,-1.4742528556142165,-1.2782776491447077,-1.4797674684082156,0,0.0,1101.7116,BRAEDTP5YKZBKWKH
0,1,0,0,0,0,0,0,0,0,1,0,1.1554736341505434,-0.6788586014341098,1.2598977600386294,-0.04827575543389199,-2.181384688499002,0.44881600033294855,0.9597962904284161,1,0.0,7290.690176,YSPEGGA5JKZFHP97
0,1,0,0,0,0,0,0,0,0,1,0,1.0160764514286544,1.441575439547539,1.4673978224042776,-0.5105768171777394,-2.181384688499002,1.0113812527357502,0.34297162016321947,0,0.0,6743.632896,NKCEA5FHCBGVS9XG
0,1,0,1,0,0,0,0,0,0,0,0,1.2251722255114879,-0.6788586014341098,1.3290644474938456,0.0490507838806022,0.41143203207854423,-0.5572045976121266,2.1346475958436018,0,1.0,1247.5167936,PCSE4Q73ZVYGCYMF
1,0,0,0,1,0,0,0,0,0,0,0,-0.656689741234013,-1.0852751259555926,-1.5067697381700118,-0.7457826205211003,-0.7671210227294312,-0.09405030593522722,-0.3723120239977256,0,1.0,647.845209,TOPECWG8VERZQNGA
0,1,1,0,0,0,0,0,0,0,0,0,0.7372820859848765,1.4651358177806686,0.8448976353073333,0.01660860410910414,-0.059989189844645935,0.7928603851493199,0.4630638333938086,0,1.0,1023.33132,INKDYVCR6P5Y9JDF
1,0,0,1,0,0,0,0,0,0,0,0,0.17969335509732073,-0.8261109653911688,-1.3338530195319718,-0.42947136774899425,0.41143203207854423,0.06628995330009897,-0.47770472844951284,0,0.0,4345.015455,TSHEGHHNH8AEGG7V
0,1,1,0,0,0,0,0,0,0,0,0,-1.7021686116481802,-0.6199576558512863,-0.08885264533808317,0.06527187376635124,-1.0028316336910263,0.4740123267842141,0.3318776512735577,2,1.0,940.3857648,PCSE4VAVKNSGYRN7
1,0,0,0,0,0,0,0,0,0,1,0,-0.5172925585121241,0.4520395537561029,0.9832310102177653,-0.08882848014826457,-1.2385422446526213,0.45293903557042836,-0.11243580275739777,0,0.0,5410.944,ACCEJ6TEWH4WGYNF
0,1,0,0,0,0,0,0,0,0,1,0,0.5978849032629876,0.9409174020935386,-0.2617693639761232,-0.06449684531964102,-0.29569980080624103,0.46026887599261473,2.38204310208306,3,0.0,9915.869664,LJGEJUG4GHSHHQ9A
1,0,0,0,0,1,0,0,0,0,0,0,-1.6324700202872358,-0.39613406263655665,0.8103142915797252,0.7952209186250577,0.41143203207854423,-0.6483694878630691,0.04953614303166464,0,0.0,4620.4884,CCVEFVXGHKNCVZ5A
0,1,0,0,0,0,1,0,0,0,0,0,-1.214278472121569,1.4651358177806686,-0.1580193327932992,0.17881950296659446,-0.059989189844645935,0.48913012265497346,-0.08886111886686643,0,1.0,832.1335416,HLMEJP6GND3GQESW
0,1,0,0,0,0,0,0,0,0,0,1,-1.0051826980387353,1.4945862905720804,0.7411476041245092,1.6468281376268818,-1.0028316336910263,-0.19850053195138256,-0.5292916837864402,0,0.0,4174.5825,CRTECN2QUPEM5TEE
0,1,1,0,0,0,0,0,0,0,0,0,0.8766792687067655,-0.07217886193102697,-1.1609363008939317,0.07338241870922575,0.8828532540017344,0.4520228055176551,0.6793962267422138,0,0.0,6918.098121,SUDEGGAWF8KYYB83
0,1,0,0,0,0,0,0,0,0,0,1,-1.2839770634825134,-1.026374180372769,0.7411476041245092,2.5957618959432005,-0.7671210227294312,1.4012371401907862,0.8760368253114694,0,0.0,8530.4538,WATDXFGTKC3HBKWM
0,1,0,0,0,0,0,0,0,1,0,0,0.17969335509732073,-1.0322642749310513,0.6028142292140771,-0.8106669800640965,-2.181384688499002,0.037428706637740256,-0.2089533320974555,1,0.0,4699.4904,SHOEHYEZ73SMT8HR
0,1,0,0,0,0,0,0,1,0,0,0,-0.656689741234013,-1.1618463552132632,-0.12343598906569118,-1.070204418236081,-1.2385422446526213,0.7924022701229333,0.4281178313913739,0,0.0,6647.462208,PPSEGFYAGD8FYUXV
0,1,0,0,0,0,0,0,0,0,0,1,0.94637786006771,1.4945862905720804,0.18781410448278096,1.963139390398988,1.3542744759249246,0.29259877633510223,-0.19314442642968743,0,0.0,5368.738752,SHIECV5BYUZEQJT7
0,1,0,0,0,1,0,0,0,0,0,0,0.3190905378192097,1.4886961960137979,0.08406407329995691,4.610311033772243e-16,1.5899850868865197,0.5161589092117855,-0.21519368959789026,0,0.0,5512.304016,MUGEACY8DDVJ8QAD
0,1,0,0,0,0,0,1,0,0,0,0,0.3190905378192097,0.03973293467633784,-1.4376030507147957,-0.04827575543389199,0.6471426430401394,-0.17055551534179714,-0.8626654489207776,0,0.0,2939.186052,TROEGJZZFZ4QJBAW
0,1,0,0,1,0,0,0,0,0,0,0,-0.23849819306834613,-0.814330776274604,-1.1609363008939317,-0.9485462440929633,1.5899850868865197,-1.490384906361725,-1.3860234312905735,3,0.0,941.255865,ACCDQDYBHJGAG4NQ
0,1,0,0,0,1,0,0,0,0,0,0,0.5281863119020431,0.9409174020935386,-1.7142698005356598,0.9249896377110499,0.8828532540017344,1.5098104014444211,1.600750343028627,3,0.0,9842.245677,PCSDYQEWHCZUKEZA
1,0,0,0,0,0,0,0,0,0,1,0,0.7372820859848765,-0.796660492599757,0.36073082312082105,0.1463773231950964,-1.7099634665758114,-0.6845605749476142,1.4895333049097674,1,0.0,7069.1544,BRAEDQFRK3PYUHSZ
1,0,0,0,0,0,0,0,1,0,0,0,0.7372820859848765,-1.0852751259555926,1.3982311349490615,-1.0945360530647046,-0.5314104117678361,0.10248104038464402,-0.5007247138955611,0,0.0,4198.45888,CRTECN2QYMZVFQMR
0,1,1,0,0,0,0,0,0,0,0,0,-0.16879960170740166,-1.026374180372769,0.8794809790349413,0.3978042164242064,0.17572142111694916,1.6110538222758701,1.2027542091120096,0,0.0,9076.0527,WATDZDGRHWMT3DH8
1,0,0,1,0,0,0,0,0,0,0,0,-1.214278472121569,1.4297952504309743,1.0178143539453732,-0.4619135475204923,0.8828532540017344,0.053462732561272874,-0.28106412988025725,2,0.0,4577.88665,TOPEDZ8BFNBWQYGT
0,1,0,1,0,0,0,0,0,0,0,0,1.5039665909552657,0.0043923673266436855,-1.5759364256252277,-0.1050495700340136,1.5899850868865197,0.26144695454081024,0.33160030205131613,0,0.0,6061.753764,NKCEDCT9AQ6WHDS7
